Price,Car Name,Region,Condition,Mileage
"₦ 10,018,312",Toyota Corolla 2010 Silver,"Abuja (FCT), Wuse",Foreign Used,95289 km
"₦ 19,425,000",Toyota Highlander 2012 Gray,"Ogun State, Abeokuta North",Foreign Used,289855 km
"₦ 12,600,000",Honda Accord 2016 Gray,"Abuja (FCT), Kubwa",Local Used,95747 km
"₦ 2,100,000",Honda Accord 1998 Green,"Ogun State, Abeokuta North",Local Used,
"₦ 46,800,000",Mercedes-Benz GL-Class 2014 Gray,"Lagos State, Ikeja",Foreign Used,284346 km
"₦ 3,360,000",Acura TL 2006 Gray,"Lagos State, Alimosho",Local Used,255580 km
"₦ 9,000,000",Cadillac SRX 2011 Black,"Lagos State, Lekki",Local Used,248254 km
"₦ 11,440,000",Toyota Highlander 2008 Black,"Lagos State, Abule Egba",Local Used,303053 km
"₦ 9,360,000",Toyota Highlander 2007 Blue,"Rivers State, Port-Harcourt",Local Used,17335 km
"₦ 8,925,000",Ford Mustang 2009 Red,"Abuja (FCT), Gwarinpa",Local Used,307890 km
"₦ 4,200,000",Jeep Grand Cherokee 2006 Gold,"Lagos State, Amuwo-Odofin",Local Used,51185 km
"₦ 13,650,000",Hyundai Sonata 2017 Blue,"Lagos State, Ikorodu",Foreign Used,101385 km
"₦ 13,440,000",Mercedes-Benz CLA-Class 2015 White,"Lagos State, Lekki",Local Used,58082 km
"₦ 3,045,000",Kia Rio 2009 Blue,"Abuja (FCT), Gudu",Local Used,92966 km
"₦ 5,250,000",BMW 7 Series 2008 Black,"Lagos State, Amuwo-Odofin",Local Used,218281 km
"₦ 21,000,000",Nissan X-Trail 2017 Black,"Lagos State, Yaba",Local Used,67827 km
"₦ 17,325,000",Hyundai Santa Fe 2015 Black,"Lagos State, Ilupeju",Foreign Used,199311 km
"₦ 16,120,000",Toyota Camry 2016 Black,"Abuja (FCT), Karu",Local Used,46397 km
"₦ 6,930,000",Toyota Matrix 2009 Gray,"Oyo State, Ibadan",Local Used,124986 km
"₦ 7,770,000",Toyota Sienna 2004 Gold,"Lagos State, Magodo",Foreign Used,400164 km
"₦ 9,048,000",Toyota Camry 2011 Red,"Imo State, Owerri",Local Used,293929 km
"₦ 2,625,000",Honda CR-V 2.0 4WD Automatic 2000 Silver,"Lagos State, Ojodu",Foreign Used,130773 km
"₦ 7,800,000",Hyundai Santa Fe 2008 Blue,"Rivers State, Port-Harcourt",Local Used,184020 km
"₦ 2,223,375",Honda Accord Automatic 2004 Gray,"Lagos State, Ikorodu",Local Used,118114 km
"₦ 12,390,000",Hyundai Sonata 2012 Silver,"Lagos State, Magodo",Foreign Used,203293 km
"₦ 15,600,000",Toyota Camry 2014 Green,"Lagos State, Ikeja",Foreign Used,176168 km
"₦ 9,152,000",Lexus RX 330 2004 Green,"Edo State, Benin City",Local Used,159995 km
"₦ 8,925,000",Toyota Corolla 2011 Gray,"Lagos State, Kosofe",Local Used,402014 km
"₦ 10,920,000",Toyota Corolla 2011 Silver,"Oyo State, Ibadan",Local Used,85442 km
"₦ 7,280,000",Pontiac Vibe 2009 Blue,"Abuja (FCT), Central Business District",Local Used,253396 km
"₦ 4,200,000",Acura RDX 2008 Gray,"Oyo State, Ibadan",Local Used,415908 km
"₦ 4,830,000",Mercedes-Benz E350 2006 Black,"Lagos State, Ajah",Local Used,79191 km
"₦ 5,712,000",Toyota Sienna CE AWD 2008 Blue,"Lagos State, Ojodu",Local Used,430831 km
"₦ 2,625,000",Nissan Micra 2003 Blue,"Akwa Ibom State, Uyo",Local Used,220851 km
"₦ 18,900,000",Toyota Venza 2011 Black,"Oyo State, Ibadan",Foreign Used,144796 km
"₦ 6,825,000",Toyota Corolla 2008 Gray,"Abuja (FCT), Wuse",Local Used,152851 km
"₦ 3,150,000",Toyota Camry 1992 Green,"Abuja (FCT), Asokoro",Local Used,257335 km
"₦ 10,500,000",Toyota Highlander 2010 Gold,"Lagos State, Ilupeju",Local Used,223371 km
"₦ 4,238,850",Toyota Camry 2005 Silver,"Lagos State, Yaba",Local Used,216946 km
"₦ 5,040,000",Toyota Sienna 2006 Gray,"Lagos State, Ikeja",Local Used,843332 km
"₦ 5,460,000",Toyota Camry 2.4 2008 Black,"Akwa Ibom State, Uyo",Local Used,262892 km
"₦ 3,120,000",Honda Accord 2003 White,"Rivers State, Port-Harcourt",Local Used,
"₦ 9,880,000",Lexus RX 350 2008 Black,"Lagos State, Alimosho",Local Used,181387 km
"₦ 16,640,000",Toyota Sienna 2011 Black,"Oyo State, Ibadan",Foreign Used,102286 km
"₦ 4,620,000",Lexus ES 2003 Gray,"Ogun State, Abeokuta North",Local Used,367951 km
"₦ 26,000,000",Toyota Hilux 2011 White,"Ondo State, Akure",Local Used,201155 km
"₦ 24,811,500",Mercedes-Benz C300 2015 Black,"Lagos State, Ikeja",Foreign Used,111701 km
"₦ 12,180,000",Toyota Land Cruiser Prado 2009 Silver,"Abuja (FCT), Garki 2",Local Used,308661 km
"₦ 13,575,000",Toyota Venza 2012 Blue,"Ondo State, Akure",Local Used,273159 km
"₦ 3,990,000",Lexus RX 300 1999 White,"Lagos State, Abule Egba",Local Used,228373 km
"₦ 5,200,000",Toyota RAV4 2004 Black,"Lagos State, Amuwo-Odofin",Local Used,293010 km
"₦ 5,720,000",Toyota Corolla 2003 Gold,"Lagos State, Alimosho",Local Used,233215 km
"₦ 2,100,000",Honda Accord 2000 Red,"Lagos State, Kosofe",Local Used,205165 km
"₦ 15,600,000",Mercedes-Benz E350 2012 Black,"Lagos State, Alimosho",Local Used,231624 km
"₦ 11,550,000",Land Rover Range Rover Vogue 2012 Red,"Ondo State, Akure",Local Used,77565 km
"₦ 2,436,000",Honda Accord 2004 Gray,"Abuja (FCT), Lugbe District",Local Used,343597 km
"₦ 11,960,000",Lexus ES 2010 Black,"Rivers State, Port-Harcourt",Local Used,273619 km
"₦ 29,120,000",Land Rover Range Rover Evoque 2014 Black,"Lagos State, Ajah",Local Used,58452 km
"₦ 4,200,000",Toyota Highlander 2005 Black,"Enugu State, Enugu",Local Used,211022 km
"₦ 18,720,000",Toyota Highlander 2010 White,"Abuja (FCT), Asokoro",Local Used,487145 km
"₦ 5,985,000",Lexus ES 2005 Beige,"Lagos State, Ogba",Local Used,169049 km
"₦ 3,150,006",Nissan Pathfinder 1998 Black,"Lagos State, Alimosho",Local Used,185201 km
"₦ 4,935,000",Ford Edge 2011 Gray,"Akwa Ibom State, Uyo",Local Used,139715 km
"₦ 7,350,000",Toyota Corolla 2010 Gray,"Lagos State, Ikeja",Local Used,357642 km
"₦ 14,175,000",Toyota Avalon 2013 White,"Enugu State, Enugu",Local Used,113929 km
"₦ 16,800,000",Lexus RX 350 2013 Silver,"Lagos State, Ikorodu",Local Used,145483 km
"₦ 6,300,000",Mercedes-Benz GL-Class 2011 Black,"Lagos State, Surulere",Local Used,4042 km
"₦ 3,864,000",Hyundai I10 2015 Orange,"Lagos State, Ojodu",Local Used,87051 km
"₦ 2,766,750",Peugeot 307 1.6 Grand Filou 2005 Silver,"Kaduna State, Kaduna / Kaduna State",Local Used,769219 km
"₦ 7,665,000",Mercedes-Benz C350 2009 Black,"Lagos State, Ogudu",Local Used,
"₦ 24,097,500",Hyundai Santa Fe SE FWD 2017 Gray,"Lagos State, Ikorodu",Foreign Used,103153 km
"₦ 3,990,000",Mazda 3 2004 Gray,"Lagos State, Alimosho",Local Used,253674 km
"₦ 19,188,750",Mercedes-Benz GLA 250 2015 Purple,"Lagos State, Magodo",Local Used,113297 km
"₦ 22,360,000",Lexus RX 350 2010 Gray,"Lagos State, Lekki",Foreign Used,259238 km
"₦ 41,600,000",Lexus RX 350 2017 Gray,"Oyo State, Ibadan",Local Used,128702 km
"₦ 7,696,000",Honda Pilot 2010 Blue,"Lagos State, Amuwo-Odofin",Local Used,182048 km
"₦ 6,510,000",Lexus RX 330 2004 Silver,"Ondo State, Akure",Local Used,352654 km
"₦ 9,450,000",BMW 528i 2011 Black,"Abuja (FCT), Garki 2",Local Used,275074 km
"₦ 3,150,000",Mercedes-Benz C200 2003 Blue,"Abuja (FCT), Karu",Local Used,169495 km
"₦ 17,598,000",Toyota Corolla LE (1.8L 4cyl 2A) 2019 Black,"Lagos State, Lekki",Foreign Used,147502 km
"₦ 27,258,000",Mercedes-Benz E300 2017 Gray,"Lagos State, Lekki",Local Used,211927 km
"₦ 3,780,000",Toyota Corolla 2009 Black,"Lagos State, Yaba",Local Used,186302 km
"₦ 36,400,000",Toyota Highlander 2015 Gray,"Lagos State, Amuwo-Odofin",Foreign Used,210207 km
"₦ 57,200,000",Land Rover Range Rover 2013 Black,"Lagos State, Surulere",Local Used,32187 km
"₦ 2,100,000",Toyota Camry 2002 Black,"Abia State, Aba North",Local Used,301336 km
"₦ 26,000,000",Toyota Land Cruiser Prado 2008 Black,"Abuja (FCT), Gudu",Local Used,186587 km
"₦ 14,910,000",Ford Escape 2018 Silver,"Lagos State, Magodo",Local Used,8654 km
"₦ 15,225,000",Mercedes-Benz CLA-Class 2015 Silver,"Lagos State, Yaba",Local Used,
"₦ 31,200,000",Mercedes-Benz C300 2015 Silver,"Abuja (FCT), Gwarinpa",Foreign Used,85003 km
"₦ 2,835,000",Toyota Sienna 2000 Green,"Oyo State, Ibadan",Local Used,216273 km
"₦ 8,925,000",Honda Pilot 2014 Silver,"Lagos State, Surulere",Local Used,155389 km
"₦ 11,440,000",Acura ZDX 2010 Black,"Abuja (FCT), Jabi",Local Used,223954 km
"₦ 2,205,000",Kia Rio 2011 Black,"Abuja (FCT), Kubwa",Local Used,199290 km
"₦ 4,160,000",Honda Accord 2003 Gold,"Abuja (FCT), Lugbe District",Local Used,346637 km
"₦ 3,150,000",Mazda 3 2009 Red,"Lagos State, Alimosho",Local Used,326441 km
"₦ 15,600,000",Honda Accord Crosstour 2012 Black,"Abuja (FCT), Asokoro",Local Used,80476 km
"₦ 4,410,000",Toyota Sequoia 2005 Black,"Rivers State, Port-Harcourt",Local Used,164134 km
"₦ 12,075,000",Land Rover Range Rover Sport 2010 Black,"Rivers State, Port-Harcourt",Local Used,199734 km
"₦ 26,250,000",Lexus NX 200t FWD 2017 White,"Akwa Ibom State, Uyo",Local Used,62270 km
"₦ 4,095,000",Toyota Corolla 2012 Silver,"Lagos State, Surulere",Local Used,179939 km
"₦ 8,400,000",Mercedes-Benz CLS 2001 Silver,"Lagos State, Lekki",Local Used,113958 km
"₦ 7,875,000",Mercedes-Benz C300 2010 Black,"Edo State, Benin City",Local Used,112846 km
"₦ 31,200,000",Lexus RX 350 2015 Black,"Abuja (FCT), Central Business District",Foreign Used,54201 km
"₦ 10,500,000",Honda Pilot 2009 Black,"Rivers State, Port-Harcourt",Local Used,192371 km
"₦ 3,744,000",Honda Accord 2006 White,"Abuja (FCT), Central Business District",Local Used,190758 km
"₦ 5,460,000",Toyota RAV4 2008 Red,"Lagos State, Abule Egba",Local Used,162567 km
"₦ 6,552,000",Toyota Corolla 2010 Black,"Lagos State, Surulere",Local Used,108582 km
"₦ 2,625,000",Honda Accord 2003 Gray,"Delta State, Oshimili South",Local Used,269598 km
"₦ 4,515,000",Toyota Matrix 2002 Blue,"Ogun State, Abeokuta North",Local Used,433165 km
"₦ 11,440,000",Toyota Corolla 2010 Gold,"Lagos State, Amuwo-Odofin",Foreign Used,171419 km
"₦ 12,600,000",Mercedes-Benz GLK-Class 2010 Gray,"Abuja (FCT), Central Business District",Local Used,145109 km
"₦ 9,975,000",Toyota FJ Cruiser Base 4x4 2007 Black,"Akwa Ibom State, Uyo",Local Used,180479 km
"₦ 4,576,000",Lexus RX 300 2003 Black,"Ogun State, Abeokuta North",Local Used,403334 km
"₦ 19,425,000",Honda Accord 2018 Blue,"Abuja (FCT), Gudu",Local Used,175984 km
"₦ 2,100,000",Honda Civic 2002 Brown,"Akwa Ibom State, Uyo",Local Used,160149 km
"₦ 11,025,000",Toyota Highlander 2008 Green,"Oyo State, Ibadan",Local Used,87505 km
"₦ 11,550,000",Toyota Camry 2012 Black,"Lagos State, Ikotun/Igando",Foreign Used,221203 km
"₦ 8,112,000",Honda Accord 2010 Gray,"Lagos State, Ikotun/Igando",Local Used,210654 km
"₦ 12,075,000",Mercedes-Benz E550 2010 Black,"Abuja (FCT), Lugbe District",Local Used,230404 km
"₦ 20,265,000",Lexus RX 2015 Black,"Lagos State, Magodo",Local Used,92008 km
"₦ 8,084,998",Toyota Corolla 2010 Silver,"Lagos State, Lekki",Foreign Used,306978 km
"₦ 3,780,000",Nissan Xterra 2005 Silver,"Lagos State, Abule Egba",Local Used,162037 km
"₦ 8,925,000",Mercedes-Benz C250 2012 Black,"Abuja (FCT), Garki 2",Local Used,228007 km
"₦ 7,800,000",Toyota Highlander Limited V6 FWD 2004 Black,"Lagos State, Ojodu",Local Used,191640 km
"₦ 2,625,000",Kia Cerato 2008 Silver,"Abia State, Aba North",Local Used,83456 km
"₦ 6,800,000",Toyota Camry 2008 Red,"Ogun State, Abeokuta North",Local Used,217465 km
"₦ 4,032,000",Ford Edge 2008 White,"Abuja (FCT), Gwarinpa",Local Used,366692 km
"₦ 8,295,000",Lexus RX 330 2005 Black,"Lagos State, Amuwo-Odofin",Local Used,201952 km
"₦ 11,440,000",Lexus IS 2008 White,"Lagos State, Ogba",Local Used,195903 km
"₦ 12,285,000",Toyota Venza 2013 Black,"Abuja (FCT), Gwarinpa",Local Used,77388 km
"₦ 9,880,000",Toyota Camry 2008 Silver,"Lagos State, Alimosho",Local Used,185305 km
"₦ 21,000,000",BMW 7 Series 2014 White,"Lagos State, Ajah",Local Used,199746 km
"₦ 3,640,000",Honda Accord 2004 Silver,"Oyo State, Ibadan",Local Used,319378 km
"₦ 4,725,000",Mercedes-Benz M Class 2003 Silver,"Oyo State, Ibadan",Local Used,217758 km
"₦ 3,465,000",Toyota Avalon 2000 Gold,"Rivers State, Port-Harcourt",Local Used,326803 km
"₦ 5,040,000",Infiniti QX56 2005 Green,"Lagos State, Ogudu",Local Used,118211 km
"₦ 3,969,000",Pontiac Vibe 2003 Black,"Rivers State, Port-Harcourt",Local Used,
"₦ 53,040,000",Toyota Highlander 2019 Black,"Lagos State, Alimosho",Foreign Used,75579 km
"₦ 5,365,500",Toyota RAV4 2006 Black,"Lagos State, Ikotun/Igando",Local Used,259327 km
"₦ 65,100,000",Mercedes-Benz GLB-Class 2020 White,"Lagos State, Lekki",Foreign Used,97992 km
"₦ 7,665,000",New Toyota Camry 2007 Red,"Lagos State, Alimosho",Brand New,250645 km
"₦ 3,622,500",Toyota Camry 2.4 XLi Automatic 2006 Brown,"Lagos State, Ojodu",Local Used,392750 km
"₦ 15,750,000",Mercedes-Benz GLK-Class 2014 Black,"Abuja (FCT), Kubwa",Local Used,119374 km
"₦ 11,025,000",Toyota Highlander Limited 2008 Gray,"Lagos State, Ajah",Local Used,155599 km
"₦ 8,400,000",Toyota Tacoma 2003 Black,"Lagos State, Alimosho",Local Used,198251 km
"₦ 5,775,000",Toyota Sienna 2007 Gold,"Lagos State, Ikorodu",Local Used,152341 km
"₦ 5,985,000",Lexus ES 2005 Black,"Lagos State, Alimosho",Local Used,243142 km
"₦ 32,550,000",Toyota Tacoma 2020 Gray,"Lagos State, Ikoyi",Local Used,26374 km
"₦ 14,700,000",Land Rover Range Rover Evoque 2015 Silver,"Oyo State, Ibadan",Foreign Used,120431 km
"₦ 15,392,000",Ford Edge 2014 Gray,"Lagos State, Ogba",Foreign Used,256964 km
"₦ 10,500,000",GMC Canyon 2012 White,"Lagos State, Isolo",Local Used,
"₦ 6,300,000",Peugeot 307 2003 Blue,"Lagos State, Ikeja",Foreign Used,505054 km
"₦ 2,835,000",Toyota Avensis 2006 Black,"Lagos State, Ajah",Local Used,157513 km
"₦ 10,605,000",Toyota Venza 2009 White,"Lagos State, Ajah",Local Used,225194 km
"₦ 11,440,000",Honda CR-V 2012 Black,"Lagos State, Alimosho",Local Used,70228 km
"₦ 49,350,000",Mercedes-Benz GLS-Class 2018 White,"Lagos State, Lekki",Foreign Used,118165 km
"₦ 8,400,000",Lexus RX 350 2007 Gold,"Lagos State, Isolo",Local Used,163460 km
"₦ 11,500,000",Toyota Highlander Limited 4x4 2008 Black,"Imo State, Owerri",Local Used,196783 km
"₦ 22,911,000",Mercedes-Benz M Class 2014 Blue,"Lagos State, Amuwo-Odofin",Local Used,138839 km
"₦ 5,250,000",Jeep Cherokee 2002 Blue,"Lagos State, Yaba",Local Used,369766 km
"₦ 15,600,000",Mercedes-Benz GLK-Class 2010 White,"Lagos State, Isolo",Local Used,132541 km
"₦ 3,640,000",Honda Accord 2003 Gold,"Lagos State, Isolo",Local Used,128643 km
"₦ 89,178,598",Mercedes-Benz GLE-Class 2020 Green,"Lagos State, Lekki",Foreign Used,33685 km
"₦ 29,120,000",Toyota Highlander 2016 Black,"Lagos State, Abule Egba",Local Used,162490 km
"₦ 5,250,000",Hyundai Sonata 2012 Blue,"Lagos State, Ikeja",Local Used,207979 km
"₦ 4,672,500",Mazda CX-7 2008 Gray,"Rivers State, Port-Harcourt",Local Used,174530 km
"₦ 4,725,000",Lexus GS 2006 Silver,"Lagos State, Kosofe",Local Used,289916 km
"₦ 7,875,000",Ford Escape 2014 Black,"Abuja (FCT), Kubwa",Local Used,539687 km
"₦ 7,014,000",Hyundai Sonata 2012 Blue,"Lagos State, Ojodu",Local Used,382976 km
"₦ 2,415,000",Toyota Camry 1998 Red,"Lagos State, Ikorodu",Local Used,152341 km
"₦ 3,150,000",Honda Pilot 2003 Green,"Oyo State, Ibadan",Local Used,168292 km
"₦ 4,410,000",Toyota Camry 2007 Gray,"Ogun State, Abeokuta North",Local Used,196176 km
"₦ 18,900,000",Lexus ES 2016 Gray,"Abuja (FCT), Jabi",Local Used,161165 km
"₦ 6,300,000",Toyota Avensis 2011 Black,"Oyo State, Ibadan",Local Used,222326 km
"₦ 47,250,000",Lexus RX 350 2016 Red,"Lagos State, Lekki",Foreign Used,56362 km
"₦ 12,600,000",GMC Terrain 2015 Black,"Lagos State, Ikeja",Local Used,219745 km
"₦ 27,040,000",Mercedes-Benz CLA-Class 2016 Gray,"Abuja (FCT), Wuse",Foreign Used,126375 km
"₦ 4,160,000",Toyota Camry 2002 Silver,"Lagos State, Yaba",Local Used,264964 km
"₦ 4,160,000",Hyundai Sonata 2008 Black,"Lagos State, Amuwo-Odofin",Local Used,342913 km
"₦ 7,280,000",Lexus ES 2003 Gold,"Abuja (FCT), Gwarinpa",Local Used,272879 km
"₦ 3,885,000",Audi A6 1998 Gray,"Enugu State, Enugu",Local Used,270931 km
"₦ 22,680,000",Hyundai Santa Fe 2017 Blue,"Lagos State, Surulere",Foreign Used,176502 km
"₦ 4,200,000",Hyundai Tucson 2006 Red,"Lagos State, Amuwo-Odofin",Local Used,410275 km
"₦ 2,415,000",SsangYong Rexton 2006 Black,"Ogun State, Abeokuta North",Local Used,348151 km
"₦ 5,565,000",Lexus ES 330 2005 Silver,"Lagos State, Ojodu",Local Used,175242 km
"₦ 13,650,000",Land Rover Discovery 2010 Black,"Lagos State, Ikoyi",Local Used,83394 km
"₦ 21,000,000",Toyota Sequoia 2012 Black,"Imo State, Owerri",Local Used,133454 km
"₦ 4,935,000",Peugeot 206 1.6 HDI 2005 Blue,"Kaduna State, Kaduna / Kaduna State",Foreign Used,163499 km
"₦ 7,280,000",Toyota Camry 2007 Red,"Lagos State, Ojodu",Local Used,310174 km
"₦ 8,840,000",Lexus ES 2007 Silver,"Oyo State, Ibadan",Local Used,108199 km
"₦ 5,250,000",Peugeot 408 2011 Silver,"Abuja (FCT), Central Business District",Foreign Used,133530 km
"₦ 36,400,000",Land Rover Range Rover 2014 Black,"Abuja (FCT), Gudu",Local Used,148759 km
"₦ 12,688,000",Lexus GX 470 2004 Black,"Abuja (FCT), Karu",Local Used,226626 km
"₦ 2,100,000",Volvo S60 2001 Gray,"Abuja (FCT), Karu",Local Used,322589 km
"₦ 5,460,000",Toyota Sienna LE FWD (3.3L V6 5A) 2004 Blue,"Lagos State, Lekki",Local Used,396023 km
"₦ 6,825,000",Toyota Camry 2008 Red,"Lagos State, Alimosho",Local Used,281227 km
"₦ 8,925,000",Mercedes-Benz C300 2008 Gray,"Akwa Ibom State, Uyo",Foreign Used,204129 km
"₦ 8,190,000",Hyundai Elantra 2011 Gray,"Enugu State, Enugu",Foreign Used,222560 km
"₦ 8,400,000",Toyota Corolla 2013 Silver,"Lagos State, Ajah",Local Used,110998 km
"₦ 4,830,000",Lexus GS 2007 Blue,"Lagos State, Yaba",Local Used,382253 km
"₦ 14,175,000",Hyundai Sonata 2016 Gray,"Ondo State, Akure",Foreign Used,159646 km
"₦ 7,696,000",Ford Edge 2013 Gray,"Lagos State, Kosofe",Local Used,201394 km
"₦ 10,400,000",Mercedes-Benz C300 2010 Black,"Lagos State, Amuwo-Odofin",Local Used,98973 km
"₦ 4,680,000",Toyota Camry 2003 Red,"Lagos State, Alimosho",Local Used,164034 km
"₦ 15,600,000",Lexus RX 2009 White,"Lagos State, Ikotun/Igando",Foreign Used,177627 km
"₦ 5,649,000",Toyota Camry 2007 Green,"Lagos State, Amuwo-Odofin",Local Used,366995 km
"₦ 4,680,000",Honda CR-V 2.0i ES Automatic 2002 Gold,"Lagos State, Ikorodu",Local Used,333418 km
"₦ 6,825,000",Kia Picanto 2007 Silver,"Lagos State, Surulere",Local Used,50533 km
"₦ 3,675,000",Subaru Forester 2002 White,"Oyo State, Ibadan",Local Used,213054 km
"₦ 42,000,000",Land Rover Range Rover 2014 Black,"Lagos State, Lekki",Foreign Used,148371 km
"₦ 16,120,000",Honda Accord 2014 Black,"Lagos State, Amuwo-Odofin",Foreign Used,271251 km
"₦ 42,000,000",Infiniti QX80 2019 Gold,"Lagos State, Lekki",Local Used,112689 km
"₦ 6,300,000",Mercedes-Benz C280 2009 Gray,"Ogun State, Abeokuta North",Local Used,298184 km
"₦ 5,250,000",Honda Pilot 2008 Black,"Rivers State, Port-Harcourt",Local Used,
"₦ 10,500,000",Mercedes-Benz M Class 2010 Silver,"Lagos State, Lekki",Local Used,79597 km
"₦ 8,925,000",Mazda 6 2002 Black,"Lagos State, Ikeja",Foreign Used,189140 km
"₦ 6,240,000",Infiniti FX35 2006 Gold,"Edo State, Benin City",Local Used,127353 km
"₦ 5,565,000",Toyota Camry 2005 Silver,"Ondo State, Akure",Foreign Used,408073 km
"₦ 20,800,000",Mercedes-Benz C300 2015 Silver,"Lagos State, Lekki",Local Used,37119 km
"₦ 7,350,000",Toyota Corolla 2010 Silver,"Lagos State, Ogudu",Local Used,171381 km
"₦ 72,800,000",Toyota Land Cruiser 2013 Black,"Abuja (FCT), Asokoro",Local Used,243644 km
"₦ 4,200,000",Mercedes-Benz C230 2004 Gray,"Kaduna State, Kaduna / Kaduna State",Local Used,1 km
"₦ 17,160,000",Toyota Corolla 2015 Silver,"Lagos State, Ikeja",Local Used,101447 km
"₦ 83,200,000",Mercedes-Benz GLE-Class 2018 White,"Lagos State, Ajah",Local Used,42435 km
"₦ 8,840,000",Toyota Camry 2007 Silver,"Edo State, Benin City",Local Used,126154 km
"₦ 10,500,000",Lexus GS 2005 Black,"Ogun State, Abeokuta North",Foreign Used,216314 km
"₦ 19,760,000",Toyota Venza 2012 Silver,"Lagos State, Abule Egba",Foreign Used,231778 km
"₦ 12,495,000",Honda Pilot 2011 Blue,"Lagos State, Surulere",Foreign Used,306802 km
"₦ 6,825,000",Mercedes-Benz C350 2008 Black,"Abuja (FCT), Garki 2",Local Used,2280 km
"₦ 8,400,000",Lexus ES 2008 Gray,"Lagos State, Ogudu",Local Used,133017 km
"₦ 4,305,000",BMW 530i 2005 Gray,"Lagos State, Ogudu",Local Used,77550 km
"₦ 5,775,000",Land Rover Range Rover 2005 Black,"Abuja (FCT), Jabi",Local Used,116681 km
"₦ 31,200,000",Lexus GX 2010 Gray,"Lagos State, Lekki",Local Used,141784 km
"₦ 8,840,000",Acura MDX 2007 Gray,"Abuja (FCT), Lugbe District",Local Used,292365 km
"₦ 5,720,000",Honda Pilot 2006 Silver,"Rivers State, Port-Harcourt",Local Used,200481 km
"₦ 2,310,000",Toyota Camry 2001 Black,"Oyo State, Ibadan",Local Used,
"₦ 6,240,000",Toyota Corolla 2003 Gray,"Lagos State, Ajah",Local Used,160932 km
"₦ 7,350,000",Toyota Camry 2011 Black,"Oyo State, Ibadan",Local Used,172580 km
"₦ 4,725,000",Toyota Camry 2007 Black,"Edo State, Benin City",Foreign Used,50687 km
"₦ 14,560,000",Toyota Camry 2012 Red,"Lagos State, Alimosho",Foreign Used,97810 km
"₦ 26,250,000",Toyota Highlander 2016 Blue,"Lagos State, Ogudu",Local Used,92953 km
"₦ 2,600,000",Honda Accord 2000 Green,"Abuja (FCT), Lugbe District",Local Used,445920 km
"₦ 12,480,000",Honda Ridgeline 2007 Black,"Oyo State, Ibadan",Foreign Used,342726 km
"₦ 7,822,500",Toyota Camry 2010 Beige,"Abuja (FCT), Gwarinpa",Local Used,221364 km
"₦ 8,320,000",Mercedes-Benz M Class 2008 Black,"Lagos State, Ikotun/Igando",Local Used,146218 km
"₦ 4,725,000",Kia Mohave 2012 Black,"Abuja (FCT), Gwarinpa",Local Used,197422 km
